sic_code,sic_section,sic_section_desc,sic_division,sic_division_desc,sic_group,sic_group_desc
59120,J,INFORMATION AND COMMUNICATION,59,"Motion picture, video and television programme production, sound recording and music publishing activities",59.1,"Motion picture, video and television programme activities"
59130,J,INFORMATION AND COMMUNICATION,59,"Motion picture, video and television programme production, sound recording and music publishing activities",59.1,"Motion picture, video and television programme activities"
59131,J,INFORMATION AND COMMUNICATION,59,"Motion picture, video and television programme production, sound recording and music publishing activities",59.1,"Motion picture, video and television programme activities"
59132,J,INFORMATION AND COMMUNICATION,59,"Motion picture, video and television programme production, sound recording and music publishing activities",59.1,"Motion picture, video and television programme activities"
59133,J,INFORMATION AND COMMUNICATION,59,"Motion picture, video and television programme production, sound recording and music publishing activities",59.1,"Motion picture, video and television programme activities"
59140,J,INFORMATION AND COMMUNICATION,59,"Motion picture, video and television programme production, sound recording and music publishing activities",59.1,"Motion picture, video and television programme activities"
59200,J,INFORMATION AND COMMUNICATION,59,"Motion picture, video and television programme production, sound recording and music publishing activities",59.2,Sound recording and music publishing activities
60100,J,INFORMATION AND COMMUNICATION,60,Programming and broadcasting activities,60.1,Radio broadcasting
60200,J,INFORMATION AND COMMUNICATION,60,Programming and broadcasting activities,60.2,Television programming and broadcasting activities
61100,J,INFORMATION AND COMMUNICATION,61,Telecommunications,61.1,Wired telecommunications activities
61200,J,INFORMATION AND COMMUNICATION,61,Telecommunications,61.2,Wireless telecommunications activities
61300,J,INFORMATION AND COMMUNICATION,61,Telecommunications,61.3,Satellite telecommunications activities
61900,J,INFORMATION AND COMMUNICATION,61,Telecommunications,61.9,Other telecommunications activities
62010,J,INFORMATION AND COMMUNICATION,62,"Computer programming, consultancy and related activities",62.0,"Computer programming, consultancy and related activities"
62011,J,INFORMATION AND COMMUNICATION,62,"Computer programming, consultancy and related activities",62.0,"Computer programming, consultancy and related activities"
62012,J,INFORMATION AND COMMUNICATION,62,"Computer programming, consultancy and related activities",62.0,"Computer programming, consultancy and related activities"
62020,J,INFORMATION AND COMMUNICATION,62,"Computer programming, consultancy and related activities",62.0,"Computer programming, consultancy and related activities"
62030,J,INFORMATION AND COMMUNICATION,62,"Computer programming, consultancy and related activities",62.0,"Computer programming, consultancy and related activities"
62090,J,INFORMATION AND COMMUNICATION,62,"Computer programming, consultancy and related activities",62.0,"Computer programming, consultancy and related activities"
63110,J,INFORMATION AND COMMUNICATION,63,Information service activities,63.1,"Data processing, hosting and related activities; web portals"
63120,J,INFORMATION AND COMMUNICATION,63,Information service activities,63.1,"Data processing, hosting and related activities; web portals"
63910,J,INFORMATION AND COMMUNICATION,63,Information service activities,63.9,Other information service activities
63990,J,INFORMATION AND COMMUNICATION,63,Information service activities,63.9,Other information service activities
64110, K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.1,Monetary intermediation
64190, K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.1,Monetary intermediation
64191, K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.1,Monetary intermediation
64192, K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.1,Monetary intermediation
64200, K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.2,Activities of holding companies
64201, K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.2,Activities of holding companies
64202, K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.2,Activities of holding companies
64203, K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.2,Activities of holding companies
64204, K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.2,Activities of holding companies
64205, K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.2,Activities of holding companies
64209, K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.2,Activities of holding companies
64300, K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.3,"Trusts, funds and similar financial entities"
64301, K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.3,"Trusts, funds and similar financial entities"
64302, K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.3,"Trusts, funds and similar financial entities"
64303, K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.3,"Trusts, funds and similar financial entities"
64304, K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.3,"Trusts, funds and similar financial entities"
64305, K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.3,"Trusts, funds and similar financial entities"
64306, K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.3,"Trusts, funds and similar financial entities"
64910, K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.9,"Other financial service activities, except insurance and pension funding"
64920, K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.9,"Other financial service activities, except insurance and pension funding"
64921, K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.9,"Other financial service activities, except insurance and pension funding"
64922, K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.9,"Other financial service activities, except insurance and pension funding"
64929, K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.9,"Other financial service activities, except insurance and pension funding"
64990, K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.9,"Other financial service activities, except insurance and pension funding"
64991, K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.9,"Other financial service activities, except insurance and pension funding"
64992, K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.9,"Other financial service activities, except insurance and pension funding"
64999, K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.9,"Other financial service activities, except insurance and pension funding"
65110, K,FINANCIAL AND INSURANCE ACTIVITIES,65,"Insurance, reinsurance and pension funding, except compulsory social security",65.1,Insurance
65120, K,FINANCIAL AND INSURANCE ACTIVITIES,65,"Insurance, reinsurance and pension funding, except compulsory social security",65.1,Insurance
65200, K,FINANCIAL AND INSURANCE ACTIVITIES,65,"Insurance, reinsurance and pension funding, except compulsory social security",65.2,Reinsurance
65201, K,FINANCIAL AND INSURANCE ACTIVITIES,65,"Insurance, reinsurance and pension funding, except compulsory social security",65.2,Reinsurance
65202, K,FINANCIAL AND INSURANCE ACTIVITIES,65,"Insurance, reinsurance and pension funding, except compulsory social security",65.2,Reinsurance
65300, K,FINANCIAL AND INSURANCE ACTIVITIES,65,"Insurance, reinsurance and pension funding, except compulsory social security",65.3,Pension funding
66110, K,FINANCIAL AND INSURANCE ACTIVITIES,66,Activities auxiliary to financial services and insurance activities,66.1,"Activities auxiliary to financial services, except insurance and pension funding"
66120, K,FINANCIAL AND INSURANCE ACTIVITIES,66,Activities auxiliary to financial services and insurance activities,66.1,"Activities auxiliary to financial services, except insurance and pension funding"
66190, K,FINANCIAL AND INSURANCE ACTIVITIES,66,Activities auxiliary to financial services and insurance activities,66.1,"Activities auxiliary to financial services, except insurance and pension funding"
66210, K,FINANCIAL AND INSURANCE ACTIVITIES,66,Activities auxiliary to financial services and insurance activities,66.2,Activities auxiliary to insurance and pension funding
66220, K,FINANCIAL AND INSURANCE ACTIVITIES,66,Activities auxiliary to financial services and insurance activities,66.2,Activities auxiliary to insurance and pension funding
66290, K,FINANCIAL AND INSURANCE ACTIVITIES,66,Activities auxiliary to financial services and insurance activities,66.2,Activities auxiliary to insurance and pension funding
66300, K,FINANCIAL AND INSURANCE ACTIVITIES,66,Activities auxiliary to financial services and insurance activities,66.3,Fund management activities
68100, L,REAL ESTATE ACTIVITIES,68,Real estate activities,68.1,Buying and selling of own real estate
68200, L,REAL ESTATE ACTIVITIES,68,Real estate activities,68.2,Renting and operating of own or leased real estate
68201, L,REAL ESTATE ACTIVITIES,68,Real estate activities,68.2,Renting and operating of own or leased real estate
68202, L,REAL ESTATE ACTIVITIES,68,Real estate activities,68.2,Renting and operating of own or leased real estate
68209, L,REAL ESTATE ACTIVITIES,68,Real estate activities,68.2,Renting and operating of own or leased real estate
68310, L,REAL ESTATE ACTIVITIES,68,Real estate activities,68.3,Real estate activities on a fee or contract basis
68320, L,REAL ESTATE ACTIVITIES,68,Real estate activities,68.3,Real estate activities on a fee or contract basis
69100, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",69,Legal and accounting activities,69.1,Legal activities
69101, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",69,Legal and accounting activities,69.1,Legal activities
69102, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",69,Legal and accounting activities,69.1,Legal activities
69109, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",69,Legal and accounting activities,69.1,Legal activities
69200, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",69,Legal and accounting activities,69.2,"Accounting, bookkeeping and auditing activities; tax consultancy"
69201, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",69,Legal and accounting activities,69.2,"Accounting, bookkeeping and auditing activities; tax consultancy"
69202, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",69,Legal and accounting activities,69.2,"Accounting, bookkeeping and auditing activities; tax consultancy"
69203, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",69,Legal and accounting activities,69.2,"Accounting, bookkeeping and auditing activities; tax consultancy"
70100, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",70,Activities of head offices; management consultancy activities,70.1,Activities of head offices
70210, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",70,Activities of head offices; management consultancy activities,70.2,Management consultancy activities
70220, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",70,Activities of head offices; management consultancy activities,70.2,Management consultancy activities
70221, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",70,Activities of head offices; management consultancy activities,70.2,Management consultancy activities
70229, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",70,Activities of head offices; management consultancy activities,70.2,Management consultancy activities
71110, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",71,Architectural and engineering activities; technical testing and analysis,71.1,Architectural and engineering activities and related technical consultancy
71111, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",71,Architectural and engineering activities; technical testing and analysis,71.1,Architectural and engineering activities and related technical consultancy
71112, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",71,Architectural and engineering activities; technical testing and analysis,71.1,Architectural and engineering activities and related technical consultancy
71120, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",71,Architectural and engineering activities; technical testing and analysis,71.1,Architectural and engineering activities and related technical consultancy
71121, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",71,Architectural and engineering activities; technical testing and analysis,71.1,Architectural and engineering activities and related technical consultancy
71122, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",71,Architectural and engineering activities; technical testing and analysis,71.1,Architectural and engineering activities and related technical consultancy
71129, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",71,Architectural and engineering activities; technical testing and analysis,71.1,Architectural and engineering activities and related technical consultancy
71200, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",71,Architectural and engineering activities; technical testing and analysis,71.2,Technical testing and analysis
72110, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",72,Scientific research and development,72.1,Research and experimental development on natural sciences and engineering
72190, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",72,Scientific research and development,72.1,Research and experimental development on natural sciences and engineering
72200, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",72,Scientific research and development,72.2,Research and experimental development on social sciences and humanities
73110, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",73,Advertising and market research,73.1,Advertising
73120, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",73,Advertising and market research,73.1,Advertising
73200, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",73,Advertising and market research,73.2,Market research and public opinion polling
74100, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74,"Other professional, scientific and technical activities",74.1,Specialised design activities
74200, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74,"Other professional, scientific and technical activities",74.2,Photographic activities
74201, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74,"Other professional, scientific and technical activities",74.2,Photographic activities
74202, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74,"Other professional, scientific and technical activities",74.2,Photographic activities
74203, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74,"Other professional, scientific and technical activities",74.2,Photographic activities
74209, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74,"Other professional, scientific and technical activities",74.2,Photographic activities
74300, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74,"Other professional, scientific and technical activities",74.3,Translation and interpretation activities
74900, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74,"Other professional, scientific and technical activities",74.9,"Other professional, scientific and technical activities n.e.c."
74901, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74,"Other professional, scientific and technical activities",74.9,"Other professional, scientific and technical activities n.e.c."
74902, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74,"Other professional, scientific and technical activities",74.9,"Other professional, scientific and technical activities n.e.c."
74909, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74,"Other professional, scientific and technical activities",74.9,"Other professional, scientific and technical activities n.e.c."
75000, M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",75,Veterinary activities,75.0,Veterinary activities
77110, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,Rental and leasing activities,77.1,Renting and leasing of motor vehicles
77120, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,Rental and leasing activities,77.1,Renting and leasing of motor vehicles
77210, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,Rental and leasing activities,77.2,Renting and leasing of personal and household goods
77220, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,Rental and leasing activities,77.2,Renting and leasing of personal and household goods
77290, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,Rental and leasing activities,77.2,Renting and leasing of personal and household goods
77291, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,Rental and leasing activities,77.2,Renting and leasing of personal and household goods
77299, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,Rental and leasing activities,77.2,Renting and leasing of personal and household goods
77310, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,Rental and leasing activities,77.3,"Renting and leasing of other machinery, equipment and tangible goods"
77320, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,Rental and leasing activities,77.3,"Renting and leasing of other machinery, equipment and tangible goods"
77330, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,Rental and leasing activities,77.3,"Renting and leasing of other machinery, equipment and tangible goods"
77340, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,Rental and leasing activities,77.3,"Renting and leasing of other machinery, equipment and tangible goods"
77341, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,Rental and leasing activities,77.3,"Renting and leasing of other machinery, equipment and tangible goods"
77342, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,Rental and leasing activities,77.3,"Renting and leasing of other machinery, equipment and tangible goods"
77350, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,Rental and leasing activities,77.3,"Renting and leasing of other machinery, equipment and tangible goods"
77351, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,Rental and leasing activities,77.3,"Renting and leasing of other machinery, equipment and tangible goods"
77352, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,Rental and leasing activities,77.3,"Renting and leasing of other machinery, equipment and tangible goods"
77390, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,Rental and leasing activities,77.3,"Renting and leasing of other machinery, equipment and tangible goods"
77400, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,Rental and leasing activities,77.4,"Leasing of intellectual property and similar products, except copyrighted works"
78100, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,78,Employment activities,78.1,Activities of employment placement agencies
78101, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,78,Employment activities,78.1,Activities of employment placement agencies
78109, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,78,Employment activities,78.1,Activities of employment placement agencies
78200, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,78,Employment activities,78.2,Temporary employment agency activities
78300, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,78,Employment activities,78.3,Other human resources provision
79110, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,79,"Travel agency, tour operator and other reservation service and related activities",79.1,Travel agency and tour operator activities
79120, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,79,"Travel agency, tour operator and other reservation service and related activities",79.1,Travel agency and tour operator activities
79900, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,79,"Travel agency, tour operator and other reservation service and related activities",79.9,Other reservation service and related activities
79901, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,79,"Travel agency, tour operator and other reservation service and related activities",79.9,Other reservation service and related activities
79909, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,79,"Travel agency, tour operator and other reservation service and related activities",79.9,Other reservation service and related activities
80100, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,80,Security and investigation activities,80.1,Private security activities
80200, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,80,Security and investigation activities,80.2,Security systems service activities
80300, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,80,Security and investigation activities,80.3,Investigation activities
81100, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,81,Services to buildings and landscape activities,81.1,Combined facilities support activities
81210, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,81,Services to buildings and landscape activities,81.2,Cleaning activities
81220, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,81,Services to buildings and landscape activities,81.2,Cleaning activities
81221, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,81,Services to buildings and landscape activities,81.2,Cleaning activities
81222, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,81,Services to buildings and landscape activities,81.2,Cleaning activities
81223, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,81,Services to buildings and landscape activities,81.2,Cleaning activities
81229, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,81,Services to buildings and landscape activities,81.2,Cleaning activities
81290, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,81,Services to buildings and landscape activities,81.2,Cleaning activities
81291, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,81,Services to buildings and landscape activities,81.2,Cleaning activities
81299, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,81,Services to buildings and landscape activities,81.2,Cleaning activities
81300, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,81,Services to buildings and landscape activities,81.3,Landscape service activities
82110, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82,"Office administrative, office support and other business support activities",82.1,Office administrative and support activities
82190, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82,"Office administrative, office support and other business support activities",82.1,Office administrative and support activities
82200, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82,"Office administrative, office support and other business support activities",82.2,Activities of call centres
82300, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82,"Office administrative, office support and other business support activities",82.3,Organisation of conventions and trade shows
82301, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82,"Office administrative, office support and other business support activities",82.3,Organisation of conventions and trade shows
82302, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82,"Office administrative, office support and other business support activities",82.3,Organisation of conventions and trade shows
82910, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82,"Office administrative, office support and other business support activities",82.9,Business support service activities n.e.c.
82911, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82,"Office administrative, office support and other business support activities",82.9,Business support service activities n.e.c.
82912, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82,"Office administrative, office support and other business support activities",82.9,Business support service activities n.e.c.
82920, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82,"Office administrative, office support and other business support activities",82.9,Business support service activities n.e.c.
82990, N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82,"Office administrative, office support and other business support activities",82.9,Business support service activities n.e.c.
84110, O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,84,Public administration and defence; compulsory social security,84.1,Administration of the State and the economic and social policy of the community
84120, O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,84,Public administration and defence; compulsory social security,84.1,Administration of the State and the economic and social policy of the community
84130, O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,84,Public administration and defence; compulsory social security,84.1,Administration of the State and the economic and social policy of the community
84210, O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,84,Public administration and defence; compulsory social security,84.2,Provision of services to the community as a whole
84220, O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,84,Public administration and defence; compulsory social security,84.2,Provision of services to the community as a whole
84230, O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,84,Public administration and defence; compulsory social security,84.2,Provision of services to the community as a whole
84240, O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,84,Public administration and defence; compulsory social security,84.2,Provision of services to the community as a whole
84250, O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,84,Public administration and defence; compulsory social security,84.2,Provision of services to the community as a whole
84300, O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,84,Public administration and defence; compulsory social security,84.3,Compulsory social security activities
85100, P,EDUCATION,85,Education,85.1,Pre-primary education
85200, P,EDUCATION,85,Education,85.2,Primary education
85310, P,EDUCATION,85,Education,85.3,Secondary education
85320, P,EDUCATION,85,Education,85.3,Secondary education
85410, P,EDUCATION,85,Education,85.4,Higher education
85420, P,EDUCATION,85,Education,85.4,Higher education
85421, P,EDUCATION,85,Education,85.4,Higher education
85422, P,EDUCATION,85,Education,85.4,Higher education
85510, P,EDUCATION,85,Education,85.5,Other education
85520, P,EDUCATION,85,Education,85.5,Other education
85530, P,EDUCATION,85,Education,85.5,Other education
85590, P,EDUCATION,85,Education,85.5,Other education
85600, P,EDUCATION,85,Education,85.6,Educational support activities
86100, Q,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86,Human health activities,86.1,Hospital activities
86101, Q,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86,Human health activities,86.1,Hospital activities
86102, Q,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86,Human health activities,86.1,Hospital activities
86210, Q,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86,Human health activities,86.2,Medical and dental practice activities
86220, Q,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86,Human health activities,86.2,Medical and dental practice activities
86230, Q,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86,Human health activities,86.2,Medical and dental practice activities
86900, Q,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86,Human health activities,86.9,Other human health activities
87100, Q,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,87,Residential care activities,87.1,Residential nursing care activities
87200, Q,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,87,Residential care activities,87.2,"Residential care activities for learning disabilities, mental health and substance abuse"
87300, Q,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,87,Residential care activities,87.3,Residential care activities for the elderly and disabled
87900, Q,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,87,Residential care activities,87.9,Other residential care activities
88100, Q,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,88,Social work activities without accommodation,88.1,Social work activities without accommodation for the elderly and disabled
88910, Q,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,88,Social work activities without accommodation,88.9,Other social work activities without accommodation
88990, Q,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,88,Social work activities without accommodation,88.9,Other social work activities without accommodation
90010, R,"ARTS, ENTERTAINMENT AND RECREATION",90,"Creative, arts and entertainment activities",90.0,"Creative, arts and entertainment activities"
90020, R,"ARTS, ENTERTAINMENT AND RECREATION",90,"Creative, arts and entertainment activities",90.0,"Creative, arts and entertainment activities"
90030, R,"ARTS, ENTERTAINMENT AND RECREATION",90,"Creative, arts and entertainment activities",90.0,"Creative, arts and entertainment activities"
90040, R,"ARTS, ENTERTAINMENT AND RECREATION",90,"Creative, arts and entertainment activities",90.0,"Creative, arts and entertainment activities"
91010, R,"ARTS, ENTERTAINMENT AND RECREATION",91,"Libraries, archives, museums and other cultural activities",91.0,"Libraries, archives, museums and other cultural activities"
91011, R,"ARTS, ENTERTAINMENT AND RECREATION",91,"Libraries, archives, museums and other cultural activities",91.0,"Libraries, archives, museums and other cultural activities"
91012, R,"ARTS, ENTERTAINMENT AND RECREATION",91,"Libraries, archives, museums and other cultural activities",91.0,"Libraries, archives, museums and other cultural activities"
91020, R,"ARTS, ENTERTAINMENT AND RECREATION",91,"Libraries, archives, museums and other cultural activities",91.0,"Libraries, archives, museums and other cultural activities"
91030, R,"ARTS, ENTERTAINMENT AND RECREATION",91,"Libraries, archives, museums and other cultural activities",91.0,"Libraries, archives, museums and other cultural activities"
91040, R,"ARTS, ENTERTAINMENT AND RECREATION",91,"Libraries, archives, museums and other cultural activities",91.0,"Libraries, archives, museums and other cultural activities"
92000, R,"ARTS, ENTERTAINMENT AND RECREATION",92,Gambling and betting activities,92.0,Gambling and betting activities
93110, R,"ARTS, ENTERTAINMENT AND RECREATION",93,Sports activities and amusement and recreation activities,93.1,Sports activities
